Unnamed: 0,index,address,categories,city,country,latitude,longitude,name,postalCode,province,reviews.date,reviews.dateAdded,reviews.rating,reviews.text,reviews.title,reviews.username
22,822,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2015-11-13T00:00:00Z,2016-11-15T22:40:17Z,2.0,Bed was very firm and uncomfortable TV speaker had a lot of static like it was busted remote didn't work very good and our key cards would not open the outside doors most of the time,not a good stay,A Traveler
23,823,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2015-10-12T00:00:00Z,2016-11-15T22:40:17Z,4.0,"Clean room, good service, a decent breakfast bar. My only complaint is that the booking site said nothing about an additional 100.00 cash deposit (refundable) for those who pay cash. A very unpleasant surprise when we checked in.",Good value,Oren
24,824,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-06-10T00:00:00Z,2016-11-15T22:40:17Z,4.0,i would been nice if we didn't get the wheelchair accessible. Bathroom is for wheelchair accessible not for family.,Good value,Susan
25,825,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-04-02T00:00:00Z,2016-11-15T22:40:17Z,5.0,"Great just a suggestion: sheet between blanket so no touching blanket. When asked for extra blanket, i got a bedspread- they are so dirty should not be used in any hotel.",Good value,Kathleen
26,826,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-04-14T00:00:00Z,2016-11-15T22:40:17Z,3.0,Clean. Great for a one nighter. Only bad part was the traffic at ruch hr.,Not bad,A Traveler
27,827,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-08-01T00:00:00Z,2016-11-15T22:40:17Z,1.0,"Looks nothing like the pictures on line, terrible hotel",Careful were you stay,A Traveler
28,828,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-05-28T00:00:00Z,2016-11-15T22:40:17Z,2.0,"The room and hotel were generally clean. Some areas of the parking lot were too dark for my liking, but there were more than enough spaces. About what you would expect for the price.",Not bad for the price,Ethan
29,829,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-07-30T00:00:00Z,2016-11-15T22:40:17Z,4.0,Was really close to show me games.,Not bad for the price,Daniel
30,830,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-08-16T00:00:00Z,2016-11-15T22:40:17Z,1.0,My daughter was moving into Mizzou so we went up the night before I made the reservations online I must say when I walked into the lobby of the hotel seem older but nice I then checked into my room went and got something to eat came back use the restroom to see two tiny bugs not sure what they were at this point I killed them and wanted to my room saw a roach crawling up my drink when I called the front desk I told the guy I have bugs in my room he said yes as if this were a regular occurrence and then took him about 15 minutes to get me moved to a different room to say the least I was absolutely mortified this hotel is disgusting,They have ROACHES! !!!,Natalie
31,831,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-05-29T00:00:00Z,2016-11-15T22:40:17Z,4.0,This wae a single night stop during an extended trip.,They have ROACHES! !!!,Ron
32,832,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-03-24T00:00:00Z,2016-11-15T22:40:17Z,3.0,"for pleasure, shopping and fun all was great very reasonable room rate",Great trip,Robert
33,833,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-07-20T00:00:00Z,2016-11-15T22:40:17Z,4.0,"directly off hwy 70, lots of eateries like Fridays and cracker barrel at same exit",convenient and clean and good price,Robert
34,834,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-02-09T00:00:00Z,2016-11-15T22:40:17Z,5.0,Overall a very pleasant stay. Newer flat screen TV with a great variety of channels to pick from and the bed was very comfy. Plenty of parking and the staff were very friendly. I would gladly stay here again!,Pleasant stay,Gregory
35,835,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2015-11-05T00:00:00Z,2016-11-15T22:40:17Z,3.0,The stay was good except for the room not being cleaned before we checked in,Nice hotel but room not clean,Sandra
36,836,3100 I 70 Doctor S E,Hotels,Columbia,USA,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-02-08T00:00:00Z,2016-11-15T22:40:17Z,4.0,"Convenient location right off the highway. Bed was comfortable, room was warm. Felt safe traveling alone. Hotel is a little outdated and worn around the edges, but you can tell they work to keep it clean.","Good, basic hotel",Alex
37,837,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-06-03T00:00:00Z,2016-11-15T22:40:17Z,1.0,Worst hotel stay I have had in years. Stains on sheets Noisy others staying in hotel Room made lots of noise from above Service was lacking at best.,"Good, basic hotel",A Traveler
38,838,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-08-13T00:00:00Z,2016-11-15T22:40:17Z,3.0,"Hotel is in desperate need of remodeling! Carpet was dingy, bathtub was and bath fixtures were old. Door was loose, even when locked, safety issue. But Good location, close to the interstate.",Need remodel,A Traveler
39,839,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-02-06T00:00:00Z,2016-11-15T22:40:17Z,3.0,Building security was an issue,Need remodel,A Traveler
40,840,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2015-12-20T00:00:00Z,2016-11-15T22:40:17Z,3.0,Hotel was ok just about all the staff did a great job except the night shift desk cleark. Called my room at 4 am because he didn't know how to do something and after a few relized he called wrong room. Pluse peoples kid down the hall slammed there door all night long.,Hotel was ok,long night
41,841,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-02-29T00:00:00Z,2016-11-15T22:40:17Z,4.0,"It was a nice room. pleasant to the eye. But the TV keep mess up. But I didn't complain, because we were out most of the day. I didn't know about it because I went to bed. My daughter told me about it the next day. The night stand was dirty. But rest of room looked clean. Towels were hard.",Nice hotel,long night
42,842,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-05-10T00:00:00Z,2016-11-15T22:40:17Z,3.0,2nd stay. will stay again,Great for the price,Steve
43,843,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-08-02T00:00:00Z,2016-11-15T22:40:17Z,3.0,"Workers, check in, and check out were great!! Grounds and rooms need be cleaner. Bad musty, wet smell when entering building.","Workers very friendly, Hotel need cleaner",Steve
44,844,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-02-03T00:00:00Z,2016-11-15T22:40:17Z,4.0,Stewart was very helpful with check-in.,"Workers very friendly, Hotel need cleaner",A Traveler
45,845,3100 I 70 Doctor S E,Hotels,Columbia,USA,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2015-10-11T00:00:00Z,2016-11-15T22:40:17Z,2.0,"They allow pets (dogs only) in this hotel, which is probably great for pet owners, but not so great when the dogs have accidents, and the hallway smells of doggy poo. It was cleaned up, but the smell did linger. Otherwise hotel was a good value for the price. And I would recommend to people who absolutely have to take their dogs with them while they travel.","Workers very friendly, Hotel need cleaner",Linda
46,846,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-05-10T00:00:00Z,2016-11-15T22:40:17Z,4.0,Excellent,Daughters surgery,Melissa Lee
47,847,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-09-25T00:00:00Z,2016-11-15T22:40:17Z,4.0,"The service, location and room were in line with the price. The hotel is dated but the service was friendly, room was clean.",Dated but fair price,A Traveler
48,848,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2015-10-27T00:00:00Z,2016-11-15T22:40:17Z,3.0,Very in the middle of nowhere. Did not feel safe or clean. Walls very thin. Breakfast minimal,Creepy,A Traveler
49,849,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2015-11-05T00:00:00Z,2016-11-15T22:40:17Z,1.0,"Possibly the smokiest hotel room I've ever been in. Pulling the covers up would release yet another cloud of smoke an awful experience, for sure. To top it off, upon return home, everything in our bags, including the bags themselves required washing! Old and smoky.",Smokers welcome!,Nolan
50,850,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-04-08T00:00:00Z,2016-11-15T22:40:17Z,3.0,Hotel is old but you get what you pay for. Price was one of the cheapest in the area but the hotel was pretty old you can't change that. Bed was comfortable. Breakfast wasn't great but typical. All staff was very nice.,You can't change old.,A Traveler
51,851,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-04-15T00:00:00Z,2016-11-15T22:40:17Z,3.0,This hotel isn't bad for the price I paid. It is located in a great spot. Easy to get to.,First time in Columbia,A Traveler
52,852,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-09-18T00:00:00Z,2016-11-15T22:40:17Z,3.0,Very affordable. Very clean room. Lobby and meeting rooms a little outdated. Breakfast area was clean and well stocked. Friendly staff. We needed a place before and after surgery. Meet our needs. We will stay again.,Convenient and affordable,A Traveler
53,853,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2015-11-03T00:00:00Z,2016-11-15T22:40:17Z,3.0,There were only a hand full of cars in the parking lot. But room was adequate although there was a fairly loud drone sound coming from the roof that I could hear not only in my room but also as I walked down the hall. I speculated that it was an HVAC unit on the roof. It was annoying but do -able so I didn't complain.,I was a bit hesitant about this hotel,Ted
54,854,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-03-18T00:00:00Z,2016-11-15T22:40:17Z,4.0,"The hotel is in a prime location. Close to the highway and easy to get to. Breakfast was OK, but lacked variety. Some eggs and more fruit options would have been nice. The other issue is how loud it was in the halls at night. Doors banging and people talking went right through the walls. Hard to get a good night sleep. The front desk was very helpful and friendly. I did have trouble accessing the WiFi. Overall it wasn't a bad stay but there were issues.",Coach gives it a B-,Mark
55,855,3100 I 70 Doctor S E,Hotels,Columbia,USA,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-06-01T00:00:00Z,2016-11-15T22:40:17Z,4.0,Enjoyed everything but that hard Ole soap..not pleasant and too hard. Also only 1 washclothe.,Coach gives it a B-,Phyllis
56,856,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-09-08T00:00:00Z,2016-11-15T22:40:17Z,4.0,"Everything was great. Only thing that disturbed me, was a notice on the desk in the room. Advising how to lock your car and what not to leave in it. That means to me, that there are a lot of car break-ins. But like I said, we didn't have a problem and a good experience.",Coach gives it a B-,A Traveler
57,857,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-03-26T00:00:00Z,2016-11-15T22:40:17Z,4.0,"Stay was fine. Sneezed/coughed a bit my first night there, but seems to lessen the second night. Hotel looked great, but rooms are clean, but bathroom a little worn. Toilet is really low, but bed and pillows were extremely comfortable. Free breakfast, can be slightly more balance nutritionally, but it was okay.",Good stay for price. Not bad for a quick trip.,A Traveler
58,858,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-03-12T00:00:00Z,2016-11-15T22:40:17Z,2.0,I could not sleep. It was noisey from 2:40 An until 4:05 AM. The bathroom floors needed to be cleaned.,Good stay for price. Not bad for a quick trip.,Crystal
59,859,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-04-14T00:00:00Z,2016-11-15T22:40:17Z,3.0,Managers were great. However maid service was lacking. Had to request service. When we did receive service it was poor. Also had to constantly get room key reprogramed.,OK but needs improvement,A Traveler
60,860,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2015-10-04T00:00:00Z,2016-11-15T22:40:17Z,2.0,Our room was musty and it stunk to high heaven. Do not recommend this place. The building was old and dirty. Bad experience,Stinky,Danny
61,861,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2015-10-16T00:00:00Z,2016-11-15T22:40:17Z,4.0,My friends and I enjoyed the hotel. The staff was helpful and got us set up with a nice taxi service. The room serves its purpose of a place to get ready for a concert and then come back late and get some good sleep before heading home.,Stinky,Tiffany
62,862,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-10-27T00:00:00Z,2016-11-15T22:40:17Z,5.0,great value quiet clean and comfortable,clean value,A Traveler
63,863,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2015-10-22T00:00:00Z,2016-11-15T22:40:17Z,4.0,"This hotel is the best bang for your buck in Columbia. Great location, very clean, very nice staff and rooms are large and come with a microwave,fridge and coffee pot. It's older but redecroated rooms make it feel like home. I have 2 kids going to school in Columbia and when I come to visit I always check to see if this hotel has the best deal and it usually does. I stay here whenever I can, highly recommend for the price.","Best ""bang for your buck"" in Columbia",Not Provided
64,864,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2015-09-28T00:00:00Z,2016-11-15T22:40:17Z,1.0,"I won't stay at a Howard Johnson again. Had to be moved to a different room cause the key card wouldn't work. Asked for a non smoking room and room used to be a smoking room. It smelled like an ash tray, bedding had burn holes in it. Staff was very nice and helpful but was a very nasty feeling in either room. The second room didn't smell like an ash tray but did have a weird funk to it. There were random hairs find in the room. The ac was having a hard time keeping up on a 75day. Key cards had to be redone multiple times. Shower curtain was thin so water got all over the floor. Pillows were the size of my hand. All in all not a relaxing stay.",No more Ho-Jo for me,A Traveler
65,865,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-10-28T00:00:00Z,2016-11-15T22:40:17Z,3.0,It was fine. My only complaint (which is minor) is that the bathroom didn't have shampoo (and instead had two conditioner tubes).,No more Ho-Jo for me,A Traveler
66,866,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-09-20T00:00:00Z,2016-11-15T22:40:17Z,5.0,It was fine for our purposes and we would stay there again.,No more Ho-Jo for me,A Traveler
67,867,3100 I 70 Doctor S E,Hotels,Columbia,USA,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2015-09-25T00:00:00Z,2016-11-15T22:40:17Z,4.0,"Friendly staff, clean room. Good breakfast.","Columbia, MO Stay",Jim
68,868,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-08-19T00:00:00Z,2016-11-15T22:40:17Z,4.0,"Older hotel but very clean, breakfast had good selection and attendant kept area clean. We would stay again",One night stop,A Traveler
69,869,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-09-28T00:00:00Z,2016-11-15T22:40:17Z,4.0,Clean room and nice breakfast,One night stop,A Traveler
70,870,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-08-03T00:00:00Z,2016-11-15T22:40:17Z,2.0,"We selected the hotel because of the price and it was to include breakfast. The breakfast was to be available beginning at 6:00 am. We went at 6:00, 6:20 and then again at 6:40. The room was dark and there was no food. We asked the desk clerk and he said that the staff didn't come to prepare the food. We left. I can't recommend Howard Johnson to my friends, family or co-workers and I do not plan on using Howard Johnson again.",Failure to serve,Allen
71,871,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-10-08T00:00:00Z,2016-11-15T22:40:17Z,4.0,"The hotel needs some updating, but it met our basic needs.",Wedding weekend,A Traveler
72,872,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-10-08T00:00:00Z,2016-11-15T22:40:17Z,4.0,"We wanted a clean, decent, reasonably priced hotel for the night. This fit the bill.","Clean, decent, reasonable",A Traveler
73,873,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-07-30T00:00:00Z,2016-11-15T22:40:17Z,2.0,"I just wanted somewhere to sleep for Thanks! night on a cross country trip and I got that. No frills...phone, clock radio and TV not working.",A place to sleep,Lisa
74,874,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-08-09T00:00:00Z,2016-11-15T22:40:17Z,4.0,"Our room was very clean, the tub was surprisingly large. We had a quiet incident free evening, you can't ask for better than that!","Nice, quiet, CLEAN room.",Holly
75,875,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-10-27T00:00:00Z,2016-11-15T22:40:17Z,3.0,Room was not set up for 2 people only one towel and washcloth. No bathmat to step out on. Only stayed on way to wedding elsewhere.,"Nice, quiet, CLEAN room.",A Traveler
76,876,3100 I 70 Doctor S E,Hotels,Columbia,US,38.96124,-92.28914000000002,Howard Johnson Inn Columbia,65201,Elkhurst,2016-07-19T00:00:00Z,2016-11-15T22:40:17Z,4.0,We thought it was a great hotel for the price. Close to the university of Missouri. An older hotel that has been nicely updated. We go there to visit my son and we would certainly stay there again. Great for the money!,Well worth the price,A Traveler
